Individual,figure,filename,Experiment,treatment,dpf,protocol,clutch,sample purpose,length [mm],comment
T269195,2c,iSeq055-TM-reT269-LHamp_S57_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.982,re-sequenced to increase read numbers
T269195,2c,iSeq055-TM-reT269-LHamp_S57_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.982,re-sequenced to increase read numbers
T270196,2c,iSeq055-TM-reT270-LHamp_S58_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.653,re-sequenced to increase read numbers
T270196,2c,iSeq055-TM-reT270-LHamp_S58_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,9.653,re-sequenced to increase read numbers
T271197,2c,iSeq055-TM-reT271-LHamp_S59_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,8.093,re-sequenced to increase read numbers
T271197,2c,iSeq055-TM-reT271-LHamp_S59_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,8.093,re-sequenced to increase read numbers
T272198,2c,iSeq055-TM-reT272-LHamp_S60_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.174,re-sequenced to increase read numbers
T272198,2c,iSeq055-TM-reT272-LHamp_S60_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,10.174,re-sequenced to increase read numbers
T273199,2c,iSeq055-TM-reT273-LHamp_S61_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,7.23,re-sequenced to increase read numbers
T273199,2c,iSeq055-TM-reT273-LHamp_S61_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,7.23,re-sequenced to increase read numbers
T274200,2c,iSeq055-TM-reT274-LHamp_S62_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,7.629,re-sequenced to increase read numbers
T274200,2c,iSeq055-TM-reT274-LHamp_S62_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,lh-amp,A,ref.conformity,7.629,re-sequenced to increase read numbers
T275201,2c,iSeq055-TM-reT275-LHamp_S63_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,6.438,re-sequenced to increase read numbers
T275201,2c,iSeq055-TM-reT275-LHamp_S63_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,6.438,re-sequenced to increase read numbers
T276202,2c,iSeq055-TM-reT276-LHamp_S64_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.297,re-sequenced to increase read numbers
T276202,2c,iSeq055-TM-reT276-LHamp_S64_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.297,re-sequenced to increase read numbers
T277203,2c,iSeq055-TM-reT277-LHamp_S65_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.344,re-sequenced to increase read numbers
T277203,2c,iSeq055-TM-reT277-LHamp_S65_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.344,re-sequenced to increase read numbers
T278204,2c,iSeq055-TM-reT278-LHamp_S66_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.924,re-sequenced to increase read numbers
T278204,2c,iSeq055-TM-reT278-LHamp_S66_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.924,re-sequenced to increase read numbers
T279205,2c,iSeq055-TM-reT279-LHamp_S67_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.186,re-sequenced to increase read numbers
T279205,2c,iSeq055-TM-reT279-LHamp_S67_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.186,re-sequenced to increase read numbers
T280206,2c,iSeq055-TM-reT280-LHamp_S68_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.739,re-sequenced to increase read numbers
T280206,2c,iSeq055-TM-reT280-LHamp_S68_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.739,re-sequenced to increase read numbers
T281207,2c,iSeq055-TM-reT281-LHamp_S69_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.295,re-sequenced to increase read numbers
T281207,2c,iSeq055-TM-reT281-LHamp_S69_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.295,re-sequenced to increase read numbers
T282208,2c,iSeq055-TM-reT282-LHamp_S70_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.503,re-sequenced to increase read numbers
T282208,2c,iSeq055-TM-reT282-LHamp_S70_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.503,re-sequenced to increase read numbers
T283209,2c,iSeq055-TM-reT283-LHamp_S71_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.01,re-sequenced to increase read numbers
T283209,2c,iSeq055-TM-reT283-LHamp_S71_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.01,re-sequenced to increase read numbers
T284210,2c,iSeq055-TM-reT284-LHamp_S72_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.127,re-sequenced to increase read numbers
T284210,2c,iSeq055-TM-reT284-LHamp_S72_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,8.127,re-sequenced to increase read numbers
T285211,2c,iSeq055-TM-reT285-LHamp_S73_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.201,re-sequenced to increase read numbers
T285211,2c,iSeq055-TM-reT285-LHamp_S73_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,10.201,re-sequenced to increase read numbers
T286212,2c,iSeq055-TM-reT286-LHamp_S74_L001_R1.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.203,re-sequenced to increase read numbers
T286212,2c,iSeq055-TM-reT286-LHamp_S74_L001_R2.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,lh-amp,B,ref.conformity,9.203,re-sequenced to increase read numbers
T213139,2c,iSeq058re49-TM-T139-PBAT_S1_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.096,re-sequenced to increase read numbers
T213139,2c,iSeq058re49-TM-T139-PBAT_S1_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.096,re-sequenced to increase read numbers
T214140,2c,iSeq058re49-TM-T140-PBAT_S2_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.416,re-sequenced to increase read numbers
T214140,2c,iSeq058re49-TM-T140-PBAT_S2_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.416,re-sequenced to increase read numbers
T215141,2c,iSeq058re49-TM-T141-PBAT_S3_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.646,re-sequenced to increase read numbers
T215141,2c,iSeq058re49-TM-T141-PBAT_S3_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.646,re-sequenced to increase read numbers
T216142,2c,iSeq058re49-TM-T142-PBAT_S4_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.628,re-sequenced to increase read numbers
T216142,2c,iSeq058re49-TM-T142-PBAT_S4_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.628,re-sequenced to increase read numbers
T217143,2c,iSeq058re49-TM-T143-PBAT_S5_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.318,re-sequenced to increase read numbers
T217143,2c,iSeq058re49-TM-T143-PBAT_S5_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.318,re-sequenced to increase read numbers
T218144,2c,iSeq058re49-TM-T144-PBAT_S6_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.006,re-sequenced to increase read numbers
T218144,2c,iSeq058re49-TM-T144-PBAT_S6_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.006,re-sequenced to increase read numbers
T219145,2c,iSeq058re49-TM-T145-PBAT_S7_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.972,re-sequenced to increase read numbers
T219145,2c,iSeq058re49-TM-T145-PBAT_S7_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,10.972,re-sequenced to increase read numbers
T220146,2c,iSeq058re49-TM-T146-PBAT_S8_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,9.377,re-sequenced to increase read numbers
T220146,2c,iSeq058re49-TM-T146-PBAT_S8_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,9.377,re-sequenced to increase read numbers
T221147,2c,iSeq058re49-TM-T147-PBAT_S9_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,6.902,re-sequenced to increase read numbers
T221147,2c,iSeq058re49-TM-T147-PBAT_S9_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,6.902,re-sequenced to increase read numbers
T222148,2c,iSeq058re49-TM-T148-PBAT_S10_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,9.285,re-sequenced to increase read numbers
T222148,2c,iSeq058re49-TM-T148-PBAT_S10_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,9.285,re-sequenced to increase read numbers
T223149,2c,iSeq058re49-TM-T149-PBAT_S11_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,7.831,re-sequenced to increase read numbers
T223149,2c,iSeq058re49-TM-T149-PBAT_S11_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,7.831,re-sequenced to increase read numbers
T224150,2c,iSeq058re49-TM-T150-PBAT_S12_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,8.879,re-sequenced to increase read numbers
T224150,2c,iSeq058re49-TM-T150-PBAT_S12_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,A,femaleness,8.879,re-sequenced to increase read numbers
T225151,2c,iSeq058re49-TM-T151-PBAT_S13_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.439,re-sequenced to increase read numbers
T225151,2c,iSeq058re49-TM-T151-PBAT_S13_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.439,re-sequenced to increase read numbers
T226152,2c,iSeq058re49-TM-T152-PBAT_S14_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.616,re-sequenced to increase read numbers
T226152,2c,iSeq058re49-TM-T152-PBAT_S14_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.616,re-sequenced to increase read numbers
T227153,2c,iSeq058re49-TM-T153-PBAT_S15_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.363,re-sequenced to increase read numbers
T227153,2c,iSeq058re49-TM-T153-PBAT_S15_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.363,re-sequenced to increase read numbers
T229155,2c,iSeq058re49-TM-T155-PBAT_S17_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.947,re-sequenced to increase read numbers
T229155,2c,iSeq058re49-TM-T155-PBAT_S17_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.947,re-sequenced to increase read numbers
T230156,2c,iSeq058re49-TM-T156-PBAT_S18_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.518,re-sequenced to increase read numbers
T230156,2c,iSeq058re49-TM-T156-PBAT_S18_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.518,re-sequenced to increase read numbers
T231157,2c,iSeq058re49-TM-T157-PBAT_S19_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.542,re-sequenced to increase read numbers
T231157,2c,iSeq058re49-TM-T157-PBAT_S19_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.542,re-sequenced to increase read numbers
T232158,2c,iSeq058re49-TM-T158-PBAT_S20_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.751,re-sequenced to increase read numbers
T232158,2c,iSeq058re49-TM-T158-PBAT_S20_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.751,re-sequenced to increase read numbers
T233159,2c,iSeq058re49-TM-T159-PBAT_S21_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.795,re-sequenced to increase read numbers
T233159,2c,iSeq058re49-TM-T159-PBAT_S21_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.795,re-sequenced to increase read numbers
T234160,2c,iSeq058re49-TM-T160-PBAT_S22_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.718,re-sequenced to increase read numbers
T234160,2c,iSeq058re49-TM-T160-PBAT_S22_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.718,re-sequenced to increase read numbers
T235161,2c,iSeq058re49-TM-T161-PBAT_S23_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.58,re-sequenced to increase read numbers
T235161,2c,iSeq058re49-TM-T161-PBAT_S23_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.58,re-sequenced to increase read numbers
T236162,2c,iSeq058re49-TM-T162-PBAT_S24_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.135,re-sequenced to increase read numbers
T236162,2c,iSeq058re49-TM-T162-PBAT_S24_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.135,re-sequenced to increase read numbers
T237163,2c,iSeq058re49-TM-T163-PBAT_S25_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,10.168,re-sequenced to increase read numbers
T237163,2c,iSeq058re49-TM-T163-PBAT_S25_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,10.168,re-sequenced to increase read numbers
T238164,2c,iSeq058re49-TM-T164-PBAT_S26_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.614,re-sequenced to increase read numbers
T238164,2c,iSeq058re49-TM-T164-PBAT_S26_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.614,re-sequenced to increase read numbers
T239165,2c,iSeq058re49-TM-T165-PBAT_S27_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.64,re-sequenced to increase read numbers
T239165,2c,iSeq058re49-TM-T165-PBAT_S27_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.64,re-sequenced to increase read numbers
T240166,2c,iSeq058re49-TM-T166-PBAT_S28_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.078,re-sequenced to increase read numbers
T240166,2c,iSeq058re49-TM-T166-PBAT_S28_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.078,re-sequenced to increase read numbers
T241167,2c,iSeq058re49-TM-T167-PBAT_S29_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.921,re-sequenced to increase read numbers
T241167,2c,iSeq058re49-TM-T167-PBAT_S29_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,8.921,re-sequenced to increase read numbers
T242168,2c,iSeq058re49-TM-T168-PBAT_S30_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.796,re-sequenced to increase read numbers
T242168,2c,iSeq058re49-TM-T168-PBAT_S30_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.796,re-sequenced to increase read numbers
T243169,2c,iSeq058re49-TM-T169-PBAT_S31_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.395,re-sequenced to increase read numbers
T243169,2c,iSeq058re49-TM-T169-PBAT_S31_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,9.395,re-sequenced to increase read numbers
T244170,2c,iSeq058re49-TM-T170-PBAT_S32_L001_R1_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.518,re-sequenced to increase read numbers
T244170,2c,iSeq058re49-TM-T170-PBAT_S32_L001_R2_001.fastq,45S-M_KO_29dpf_02,Uninjected,29,PBAT,B,femaleness,7.518,re-sequenced to increase read numbers
T245171,2c,iSeq058re49-TM-T171-PBAT_S33_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.479,re-sequenced to increase read numbers
T245171,2c,iSeq058re49-TM-T171-PBAT_S33_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.479,re-sequenced to increase read numbers
T246172,2c,iSeq058re49-TM-T172-PBAT_S34_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.161,re-sequenced to increase read numbers
T246172,2c,iSeq058re49-TM-T172-PBAT_S34_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.161,re-sequenced to increase read numbers
T247173,2c,iSeq058re49-TM-T173-PBAT_S35_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.127,re-sequenced to increase read numbers
T247173,2c,iSeq058re49-TM-T173-PBAT_S35_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.127,re-sequenced to increase read numbers
T248174,2c,iSeq058re49-TM-T174-PBAT_S36_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.808,re-sequenced to increase read numbers
T248174,2c,iSeq058re49-TM-T174-PBAT_S36_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.808,re-sequenced to increase read numbers
T249175,2c,iSeq058re49-TM-T175-PBAT_S37_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.29,re-sequenced to increase read numbers
T249175,2c,iSeq058re49-TM-T175-PBAT_S37_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,10.29,re-sequenced to increase read numbers
T250176,2c,iSeq058re49-TM-T176-PBAT_S38_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.074,re-sequenced to increase read numbers
T250176,2c,iSeq058re49-TM-T176-PBAT_S38_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.074,re-sequenced to increase read numbers
T251177,2c,iSeq058re49-TM-T177-PBAT_S39_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.23,re-sequenced to increase read numbers
T251177,2c,iSeq058re49-TM-T177-PBAT_S39_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.23,re-sequenced to increase read numbers
T252178,2c,iSeq058re49-TM-T178-PBAT_S40_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.485,re-sequenced to increase read numbers
T252178,2c,iSeq058re49-TM-T178-PBAT_S40_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.485,re-sequenced to increase read numbers
T253179,2c,iSeq058re49-TM-T179-PBAT_S41_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.399,re-sequenced to increase read numbers
T253179,2c,iSeq058re49-TM-T179-PBAT_S41_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,8.399,re-sequenced to increase read numbers
T254180,2c,iSeq058re49-TM-T180-PBAT_S42_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.949,re-sequenced to increase read numbers
T254180,2c,iSeq058re49-TM-T180-PBAT_S42_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.949,re-sequenced to increase read numbers
T255181,2c,iSeq058re49-TM-T181-PBAT_S43_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.19,re-sequenced to increase read numbers
T255181,2c,iSeq058re49-TM-T181-PBAT_S43_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,6.19,re-sequenced to increase read numbers
T256182,2c,iSeq058re49-TM-T182-PBAT_S44_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.589,re-sequenced to increase read numbers
T256182,2c,iSeq058re49-TM-T182-PBAT_S44_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.589,re-sequenced to increase read numbers
T257183,2c,iSeq058re49-TM-T183-PBAT_S45_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.641,re-sequenced to increase read numbers
T257183,2c,iSeq058re49-TM-T183-PBAT_S45_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,7.641,re-sequenced to increase read numbers
T258184,2c,iSeq058re49-TM-T184-PBAT_S46_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,5.811,re-sequenced to increase read numbers
T258184,2c,iSeq058re49-TM-T184-PBAT_S46_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,5.811,re-sequenced to increase read numbers
T259185,2c,iSeq058re49-TM-T185-PBAT_S47_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.042,re-sequenced to increase read numbers
T259185,2c,iSeq058re49-TM-T185-PBAT_S47_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.042,re-sequenced to increase read numbers
T260186,2c,iSeq058re49-TM-T186-PBAT_S48_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.203,re-sequenced to increase read numbers
T260186,2c,iSeq058re49-TM-T186-PBAT_S48_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (3 guides targeting 45S-M promoter),29,PBAT,B,femaleness,9.203,re-sequenced to increase read numbers
T261187,2c,iSeq058re49-TM-T187-PBAT_S49_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.023,re-sequenced to increase read numbers
T261187,2c,iSeq058re49-TM-T187-PBAT_S49_L001_R2_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,10.023,re-sequenced to increase read numbers
T262188,2c,iSeq058re49-TM-T188-PBAT_S50_L001_R1_001.fastq,45S-M_KO_29dpf_02,cas9-guide RNP (1 guide targeting GFP),29,PBAT,A,femaleness,8.964,re-sequenced to increase read numbers
